claim_id,shipment_id,claim_amount,claim_reason,claim_status
CL03024,S028392,535,Damage,Under Review
CL03025,S012701,12750,Lost Container,Open
CL03026,S051457,12346,Late Delivery,Closed
CL03027,S019585,3945,Lost Container,Open
CL03028,S023268,3061,Customs Issue,Under Review
CL03029,S023786,10713,Damage,Under Review
CL03030,S063455,2647,Lost Container,Under Review
CL03031,S074881,4997,Late Delivery,Open
CL03032,S083054,12213,Damage,Under Review
CL03033,S022193,12435,Late Delivery,Open
CL03034,S055466,844,Damage,Under Review
CL03035,S049535,13408,Damage,Closed
CL03036,S002987,4586,Lost Container,Closed
CL03037,S059819,1971,Customs Issue,Under Review
CL03038,S077322,11522,Customs Issue,Closed
CL03039,S029207,9063,Customs Issue,Closed
CL03040,S087637,9381,Customs Issue,Under Review
CL03041,S033492,14067,Late Delivery,Under Review
CL03042,S005106,1140,Damage,Open
CL03043,S022059,3303,Customs Issue,Under Review
CL03044,S041470,5661,Damage,Open
CL03045,S006893,10201,Damage,Open
CL03046,S083472,11096,Customs Issue,Under Review
CL03047,S021138,14736,Late Delivery,Under Review
CL03048,S020786,2990,Late Delivery,Open
CL03049,S015196,13429,Damage,Under Review
CL03050,S093563,7400,Lost Container,Open
CL03051,S053354,4169,Damage,Closed
CL03052,S077180,13275,Late Delivery,Under Review
CL03053,S070685,10018,Customs Issue,Under Review
CL03054,S088008,14255,Damage,Under Review
CL03055,S047305,13107,Damage,Under Review
CL03056,S031085,14892,Customs Issue,Closed
CL03057,S010800,4555,Lost Container,Closed
CL03058,S034775,8776,Customs Issue,Closed
CL03059,S072131,12357,Customs Issue,Open
CL03060,S049009,7080,Late Delivery,Closed
CL03061,S010031,13979,Customs Issue,Closed
CL03062,S017276,2238,Customs Issue,Closed
CL03063,S070397,11413,Lost Container,Open
CL03064,S063428,4809,Late Delivery,Open
CL03065,S031137,10345,Late Delivery,Open
CL03066,S033024,2030,Late Delivery,Open
CL03067,S085701,6407,Late Delivery,Under Review
CL03068,S037654,931,Lost Container,Under Review
CL03069,S095704,5796,Late Delivery,Closed
CL03070,S061768,14135,Customs Issue,Under Review
CL03071,S078086,7820,Damage,Open
CL03072,S010569,1086,Customs Issue,Open
CL03073,S017843,521,Customs Issue,Under Review
CL03074,S042354,4556,Lost Container,Open
CL03075,S027165,7082,Lost Container,Open
CL03076,S099996,3957,Lost Container,Open
CL03077,S017028,5305,Lost Container,Closed
CL03078,S066388,5385,Late Delivery,Open
CL03079,S094277,3567,Damage,Closed
CL03080,S060569,3946,Customs Issue,Under Review
CL03081,S086640,3610,Damage,Open
CL03082,S010465,11190,Damage,Under Review
CL03083,S090879,9874,Customs Issue,Open
CL03084,S096614,4294,Customs Issue,Open
CL03085,S075298,842,Late Delivery,Under Review
CL03086,S001052,4796,Late Delivery,Closed
CL03087,S068273,7458,Late Delivery,Under Review
CL03088,S088444,8198,Lost Container,Under Review
CL03089,S083534,9707,Lost Container,Open
CL03090,S056503,12738,Lost Container,Closed
CL03091,S013494,1286,Late Delivery,Open
CL03092,S095335,1600,Lost Container,Closed
CL03093,S086002,8725,Customs Issue,Under Review
CL03094,S000534,11008,Customs Issue,Under Review
CL03095,S070051,1180,Lost Container,Under Review
CL03096,S057062,14220,Damage,Closed
CL03097,S046971,11807,Lost Container,Under Review
CL03098,S044978,1564,Damage,Closed
CL03099,S063547,12001,Customs Issue,Closed
CL03100,S038311,6519,Lost Container,Open
CL03101,S099412,8393,Lost Container,Closed
CL03102,S047975,5301,Late Delivery,Under Review
CL03103,S062186,13205,Late Delivery,Under Review
CL03104,S099238,10739,Customs Issue,Closed
CL03105,S006041,7882,Late Delivery,Under Review
CL03106,S039024,1618,Lost Container,Under Review
CL03107,S070219,1002,Late Delivery,Open
CL03108,S000441,7885,Damage,Closed
CL03109,S036314,10409,Damage,Closed
CL03110,S066564,8817,Late Delivery,Open
CL03111,S095355,14129,Lost Container,Closed
CL03112,S061141,7555,Lost Container,Open
CL03113,S017687,933,Customs Issue,Under Review
CL03114,S045373,3176,Late Delivery,Closed
CL03115,S029557,8310,Customs Issue,Under Review
CL03116,S025497,4719,Customs Issue,Under Review
CL03117,S002577,11805,Late Delivery,Open
CL03118,S025302,4130,Lost Container,Under Review
CL03119,S005572,3211,Customs Issue,Open
CL03120,S047158,1916,Lost Container,Under Review
CL03121,S025857,12368,Customs Issue,Under Review
CL03122,S098036,12440,Customs Issue,Under Review
CL03123,S046151,8334,Lost Container,Closed
CL03124,S063030,6239,Customs Issue,Closed
CL03125,S078953,11465,Customs Issue,Under Review
CL03126,S097058,12490,Lost Container,Under Review
CL03127,S089876,11677,Late Delivery,Open
CL03128,S014085,5546,Lost Container,Open
CL03129,S046711,11179,Damage,Open
CL03130,S059616,11640,Late Delivery,Closed
CL03131,S067619,5371,Damage,Open
CL03132,S075817,7969,Late Delivery,Closed
CL03133,S039174,7038,Late Delivery,Under Review
CL03134,S076309,12415,Damage,Open
CL03135,S071337,10384,Customs Issue,Under Review
CL03136,S010852,12039,Lost Container,Open
CL03137,S012742,10758,Damage,Open
CL03138,S067287,8716,Customs Issue,Open
CL03139,S044433,12366,Lost Container,Closed
CL03140,S063018,9610,Customs Issue,Closed
CL03141,S063413,12299,Customs Issue,Closed
CL03142,S055259,9954,Customs Issue,Under Review
CL03143,S076866,8490,Lost Container,Open
CL03144,S026791,1877,Customs Issue,Closed
CL03145,S035724,596,Damage,Closed
CL03146,S055717,5726,Lost Container,Open
CL03147,S091123,3551,Customs Issue,Under Review
CL03148,S095370,4919,Damage,Open
CL03149,S011351,14836,Damage,Closed
CL03150,S096472,12970,Customs Issue,Open
CL03151,S022450,14434,Damage,Closed
CL03152,S038708,8795,Customs Issue,Closed
CL03153,S052992,9419,Late Delivery,Open
CL03154,S070425,12893,Damage,Closed
CL03155,S030726,4143,Customs Issue,Closed
CL03156,S047933,8893,Lost Container,Under Review
CL03157,S043168,3942,Lost Container,Closed
CL03158,S033671,13523,Customs Issue,Closed
CL03159,S047922,3622,Late Delivery,Open
CL03160,S056910,11337,Damage,Closed
CL03161,S067393,1661,Customs Issue,Under Review
CL03162,S024302,10884,Lost Container,Open
CL03163,S029801,12027,Late Delivery,Closed
CL03164,S024566,2916,Damage,Under Review
CL03165,S068636,8363,Damage,Open
CL03166,S014517,4894,Damage,Under Review
CL03167,S026605,2829,Customs Issue,Under Review
CL03168,S050658,3838,Damage,Open
CL03169,S003741,10529,Lost Container,Under Review
CL03170,S022009,2097,Customs Issue,Open
CL03171,S012711,14740,Damage,Under Review
CL03172,S082567,7996,Damage,Closed
CL03173,S021116,14862,Damage,Under Review
CL03174,S064657,13932,Damage,Open
CL03175,S007107,9469,Damage,Under Review
CL03176,S038583,12098,Lost Container,Closed
CL03177,S080105,6493,Late Delivery,Closed
CL03178,S047050,4486,Customs Issue,Open
CL03179,S050862,1122,Late Delivery,Open
CL03180,S054476,13546,Damage,Under Review
CL03181,S030618,11430,Late Delivery,Closed
CL03182,S039253,11874,Late Delivery,Under Review
CL03183,S059169,12994,Lost Container,Under Review
CL03184,S078067,1766,Customs Issue,Closed
CL03185,S001160,12905,Late Delivery,Under Review
CL03186,S057121,5103,Late Delivery,Open
CL03187,S030539,2233,Damage,Closed
CL03188,S011472,2656,Damage,Under Review
CL03189,S064075,7473,Lost Container,Under Review
CL03190,S049209,13184,Damage,Closed
CL03191,S098804,13396,Damage,Open
CL03192,S016380,8080,Lost Container,Closed
CL03193,S001648,5649,Lost Container,Closed
CL03194,S088815,5676,Damage,Open
CL03195,S003437,13497,Late Delivery,Under Review
CL03196,S062840,12291,Damage,Closed
CL03197,S089735,11631,Lost Container,Closed
CL03198,S087236,7521,Damage,Under Review
CL03199,S066314,12634,Customs Issue,Closed
CL03200,S034674,4099,Lost Container,Under Review
CL03201,S044870,12848,Customs Issue,Under Review
CL03202,S075403,5931,Damage,Under Review
CL03203,S044583,6871,Lost Container,Under Review
CL03204,S049062,9237,Damage,Under Review
CL03205,S019396,6506,Damage,Open
CL03206,S032029,10387,Customs Issue,Closed
CL03207,S050259,9704,Customs Issue,Closed
CL03208,S078644,7860,Damage,Open
CL03209,S063095,9601,Customs Issue,Open
CL03210,S001516,5380,Lost Container,Open
CL03211,S056712,13912,Damage,Open
CL03212,S096300,7514,Late Delivery,Open
CL03213,S024317,14512,Customs Issue,Closed
CL03214,S000022,4559,Late Delivery,Open
CL03215,S003772,564,Late Delivery,Closed
CL03216,S082198,5455,Damage,Open
CL03217,S020639,12065,Lost Container,Open
CL03218,S087460,2921,Late Delivery,Open
CL03219,S098669,6977,Customs Issue,Under Review
CL03220,S088290,6201,Lost Container,Open
CL03221,S010617,10860,Late Delivery,Open
CL03222,S016207,2310,Damage,Open
CL03223,S076113,8219,Customs Issue,Open
CL03224,S083919,9119,Damage,Open
CL03225,S050972,6108,Customs Issue,Under Review
CL03226,S060331,10412,Customs Issue,Open
CL03227,S034932,6908,Customs Issue,Closed
CL03228,S090301,5125,Lost Container,Closed
CL03229,S002648,10023,Damage,Under Review
CL03230,S021585,12208,Customs Issue,Under Review
CL03231,S053755,6453,Customs Issue,Under Review
CL03232,S051394,4329,Late Delivery,Open
CL03233,S089723,8799,Late Delivery,Open
CL03234,S066659,6754,Damage,Under Review
CL03235,S004837,13670,Damage,Under Review
CL03236,S095770,6651,Lost Container,Open
CL03237,S012537,13383,Customs Issue,Under Review
CL03238,S028882,9050,Customs Issue,Closed
CL03239,S046932,12409,Damage,Closed
CL03240,S027874,3834,Lost Container,Under Review
CL03241,S072609,8255,Lost Container,Under Review
CL03242,S080047,5033,Customs Issue,Under Review
CL03243,S012171,1922,Lost Container,Closed
CL03244,S010359,7974,Damage,Open
CL03245,S073996,5407,Customs Issue,Open
CL03246,S011759,1083,Damage,Under Review
CL03247,S003710,12068,Customs Issue,Under Review
CL03248,S066012,8294,Customs Issue,Under Review
CL03249,S043497,6787,Lost Container,Open
CL03250,S071061,14110,Damage,Under Review
CL03251,S054176,14202,Damage,Open
CL03252,S092453,10594,Late Delivery,Closed
CL03253,S097729,13523,Lost Container,Open
CL03254,S048432,8846,Damage,Under Review
CL03255,S090255,9759,Customs Issue,Open
CL03256,S005386,11355,Customs Issue,Open
CL03257,S036236,2461,Lost Container,Under Review
CL03258,S071614,2766,Lost Container,Under Review
CL03259,S046817,7281,Damage,Under Review
CL03260,S026816,10857,Damage,Under Review
CL03261,S049014,6117,Customs Issue,Under Review
CL03262,S047767,12335,Customs Issue,Under Review
CL03263,S046195,8040,Customs Issue,Open
CL03264,S072241,11699,Damage,Closed
CL03265,S040942,5101,Customs Issue,Open
CL03266,S062332,9341,Late Delivery,Under Review
CL03267,S041087,992,Damage,Open
CL03268,S072515,11150,Lost Container,Under Review
CL03269,S035957,14264,Late Delivery,Closed
CL03270,S012385,9681,Damage,Open
CL03271,S039104,13868,Damage,Closed
CL03272,S036429,8327,Late Delivery,Closed
CL03273,S041594,7888,Late Delivery,Under Review
CL03274,S061608,1030,Customs Issue,Under Review
CL03275,S025819,5316,Customs Issue,Under Review
CL03276,S081975,10114,Damage,Closed
CL03277,S087053,4133,Customs Issue,Closed
CL03278,S016536,9209,Lost Container,Open
CL03279,S025305,13224,Customs Issue,Open
CL03280,S001839,3127,Lost Container,Closed
CL03281,S036649,2444,Lost Container,Under Review
CL03282,S068297,12632,Late Delivery,Closed
CL03283,S044376,13889,Damage,Closed
CL03284,S096054,13946,Damage,Open
CL03285,S077253,3356,Lost Container,Open
CL03286,S073107,9821,Lost Container,Open
CL03287,S086865,5820,Lost Container,Open
CL03288,S020456,6463,Lost Container,Open
CL03289,S021360,7859,Lost Container,Open
CL03290,S053083,12914,Late Delivery,Closed
CL03291,S089158,13441,Damage,Open
CL03292,S079349,7227,Damage,Open
CL03293,S004737,7273,Late Delivery,Open
CL03294,S084458,13849,Customs Issue,Under Review
CL03295,S064371,7252,Lost Container,Under Review
CL03296,S034246,3465,Late Delivery,Open
CL03297,S060859,6308,Customs Issue,Closed
CL03298,S051844,13782,Late Delivery,Under Review
CL03299,S053335,2306,Late Delivery,Under Review
CL03300,S024652,13156,Damage,Under Review
CL03301,S011586,12016,Customs Issue,Closed
CL03302,S015530,4955,Late Delivery,Closed
CL03303,S083053,11515,Damage,Closed
CL03304,S005087,2443,Damage,Open
CL03305,S023224,9043,Lost Container,Open
CL03306,S097323,7560,Damage,Closed
CL03307,S065342,14866,Damage,Closed
CL03308,S069544,5084,Lost Container,Under Review
CL03309,S018648,3383,Late Delivery,Closed
CL03310,S024543,8173,Damage,Under Review
CL03311,S032503,2121,Lost Container,Open
CL03312,S030500,13414,Lost Container,Open
CL03313,S025938,13725,Customs Issue,Under Review
CL03314,S081977,12950,Late Delivery,Under Review
CL03315,S099024,7226,Damage,Open
CL03316,S068906,1625,Damage,Open
CL03317,S035374,12427,Customs Issue,Open
CL03318,S008442,842,Lost Container,Under Review
CL03319,S089729,13768,Damage,Under Review
CL03320,S060179,11109,Late Delivery,Open
CL03321,S057920,8488,Customs Issue,Open
CL03322,S076283,11283,Late Delivery,Closed
CL03323,S018119,6689,Late Delivery,Closed
CL03324,S088289,6054,Lost Container,Closed
CL03325,S098739,3478,Late Delivery,Open
CL03326,S068982,8373,Lost Container,Under Review
CL03327,S067312,6767,Damage,Open
CL03328,S091613,11431,Customs Issue,Under Review
CL03329,S059948,5785,Customs Issue,Closed
CL03330,S001727,11870,Customs Issue,Open
CL03331,S020565,7435,Lost Container,Under Review
CL03332,S068816,12334,Customs Issue,Closed
CL03333,S089908,6444,Customs Issue,Closed
CL03334,S067566,7471,Damage,Open
CL03335,S061495,517,Lost Container,Open
CL03336,S012300,11087,Damage,Closed
CL03337,S062251,10215,Lost Container,Closed
CL03338,S059772,11167,Late Delivery,Closed
CL03339,S067815,12688,Lost Container,Closed
CL03340,S055005,9171,Damage,Closed
CL03341,S088909,12713,Damage,Closed
CL03342,S015112,7393,Customs Issue,Open
CL03343,S051135,3074,Customs Issue,Closed
CL03344,S071054,9296,Late Delivery,Closed
CL03345,S003310,12899,Late Delivery,Closed
CL03346,S001144,6816,Late Delivery,Under Review
CL03347,S033183,11441,Late Delivery,Closed
CL03348,S042568,9413,Late Delivery,Under Review
CL03349,S053158,12541,Lost Container,Under Review
CL03350,S093619,8904,Damage,Under Review
CL03351,S004536,13961,Late Delivery,Open
CL03352,S027436,9493,Customs Issue,Under Review
CL03353,S069678,7593,Late Delivery,Under Review
CL03354,S019287,3561,Late Delivery,Open
CL03355,S080117,3715,Lost Container,Closed
CL03356,S018686,9886,Late Delivery,Closed
CL03357,S056305,4078,Late Delivery,Under Review
CL03358,S080110,3943,Lost Container,Open
CL03359,S045809,683,Late Delivery,Under Review
CL03360,S075429,6947,Customs Issue,Under Review
CL03361,S082381,12932,Damage,Under Review
CL03362,S053866,972,Lost Container,Closed
CL03363,S090475,7909,Late Delivery,Closed
CL03364,S093376,10198,Lost Container,Closed
CL03365,S067670,4246,Late Delivery,Open
CL03366,S022371,8919,Damage,Closed
CL03367,S060328,7614,Customs Issue,Under Review
CL03368,S087774,8404,Customs Issue,Closed
CL03369,S036720,14738,Late Delivery,Closed
CL03370,S059322,14579,Late Delivery,Open
CL03371,S066927,7573,Damage,Open
CL03372,S096387,10858,Lost Container,Closed
CL03373,S056990,5940,Lost Container,Closed
CL03374,S062013,11816,Damage,Under Review
CL03375,S024804,14904,Lost Container,Open
CL03376,S057962,2255,Customs Issue,Open
CL03377,S063349,7112,Late Delivery,Closed
CL03378,S008691,8256,Customs Issue,Open
CL03379,S074397,1564,Damage,Under Review
CL03380,S053560,13952,Lost Container,Open
CL03381,S057782,593,Customs Issue,Closed
CL03382,S029828,7699,Damage,Under Review
CL03383,S042254,10731,Late Delivery,Under Review
CL03384,S083699,8472,Late Delivery,Under Review
CL03385,S088935,4570,Lost Container,Under Review
CL03386,S046532,4284,Lost Container,Closed
CL03387,S083910,9010,Lost Container,Under Review
CL03388,S062722,9882,Late Delivery,Under Review
CL03389,S093451,1355,Late Delivery,Closed
CL03390,S063759,10275,Customs Issue,Closed
CL03391,S025723,7098,Customs Issue,Open
CL03392,S079816,8281,Late Delivery,Under Review
CL03393,S021458,12240,Lost Container,Under Review
CL03394,S021748,8922,Lost Container,Closed
CL03395,S077430,11010,Damage,Open
CL03396,S086776,1547,Customs Issue,Under Review
CL03397,S004230,3033,Late Delivery,Closed
CL03398,S041492,1997,Late Delivery,Closed
CL03399,S063045,7911,Lost Container,Under Review
CL03400,S092201,5583,Lost Container,Closed
CL03401,S010941,4322,Late Delivery,Open
CL03402,S049188,12715,Late Delivery,Closed
CL03403,S038315,13032,Customs Issue,Under Review
CL03404,S079828,4083,Customs Issue,Under Review
CL03405,S077091,10476,Lost Container,Under Review
CL03406,S039592,4484,Lost Container,Closed
CL03407,S090626,12271,Customs Issue,Open
CL03408,S047851,8625,Late Delivery,Closed
CL03409,S092118,10819,Late Delivery,Under Review
CL03410,S082193,4138,Damage,Under Review
CL03411,S093766,12307,Customs Issue,Open
CL03412,S034519,14383,Lost Container,Under Review
CL03413,S039420,5845,Lost Container,Under Review
CL03414,S007342,4049,Lost Container,Open
CL03415,S013690,7878,Lost Container,Closed
CL03416,S069039,2532,Late Delivery,Under Review
CL03417,S020621,6860,Lost Container,Under Review
CL03418,S091703,12916,Late Delivery,Open
CL03419,S015343,11533,Late Delivery,Under Review
CL03420,S071467,561,Lost Container,Open
CL03421,S026041,11329,Damage,Under Review
CL03422,S011995,7550,Late Delivery,Under Review
CL03423,S070168,1296,Customs Issue,Under Review
CL03424,S023100,14293,Late Delivery,Under Review
CL03425,S078474,11465,Lost Container,Open
CL03426,S026920,4686,Customs Issue,Closed
CL03427,S092168,12019,Late Delivery,Closed
CL03428,S038155,14145,Customs Issue,Under Review
CL03429,S013898,11355,Customs Issue,Under Review
CL03430,S088938,6596,Lost Container,Closed
CL03431,S076850,13403,Lost Container,Under Review
CL03432,S029503,1325,Customs Issue,Open
CL03433,S085105,5910,Late Delivery,Closed
CL03434,S094390,618,Lost Container,Under Review
CL03435,S090066,14513,Lost Container,Under Review
CL03436,S028737,8161,Lost Container,Closed
CL03437,S025403,5729,Lost Container,Under Review
CL03438,S010853,12906,Late Delivery,Closed
CL03439,S089402,4263,Damage,Under Review
CL03440,S037145,6111,Lost Container,Closed
CL03441,S039421,13051,Late Delivery,Under Review
CL03442,S005399,9881,Lost Container,Open
CL03443,S066082,13054,Damage,Under Review
CL03444,S065191,8383,Customs Issue,Under Review
CL03445,S021058,2318,Lost Container,Open
CL03446,S042724,13333,Lost Container,Closed
CL03447,S045916,12859,Customs Issue,Closed
CL03448,S077254,8919,Damage,Open
CL03449,S088470,1187,Customs Issue,Under Review
CL03450,S035336,6968,Late Delivery,Closed
CL03451,S014813,3533,Late Delivery,Open
CL03452,S064228,2208,Damage,Closed
